valor_transacao,hora_transacao,dia_semana,qtd_transacoes_24h,tempo_desde_ultima_transacao_min,distancia_localizacao_km,idade_conta_dias,qtd_dispositivos_distintos,score_credito,renda_mensal_estimada,qtd_transacoes_mes,media_valor_transacao_30d,desvio_valor_media,mesmo_destinatario_recente,tipo_chave_pix,tentativas_senha_errada,usa_vpn,transacao_internacional,valor_acumulado_24h,razao_valor_renda,fraude
174.69,11,0,4,79.08,,424,1,666.0,3832.17,19,190.11,-0.08,1,1,0,0,0,295.77,0.05,0
33.88,9,3,3,106.35,38.11,576,1,660.0,1988.62,24,17.54,0.88,1,1,1,0,0,62.85,0.02,0
31.33,12,6,1,24.77,11.3,209,1,661.0,,17,23.76,0.31,1,1,0,0,0,24.61,0.0,0
527.0,10,1,3,78.8,7.48,739,1,617.0,4121.43,20,714.84,-0.26,1,1,0,0,0,1079.65,0.13,0
78.54,9,3,6,82.79,4.13,324,2,785.0,,31,78.63,-0.0,0,3,0,0,0,344.81,0.05,0
64.57,13,0,2,30.99,0.64,614,3,533.0,3919.5,31,39.64,0.61,0,0,0,0,0,82.95,0.02,0
34.03,11,6,2,508.62,1.97,468,3,697.0,17285.08,21,23.24,0.45,1,1,0,0,0,29.61,0.0,0
53.66,22,6,6,18.3,0.3,226,1,717.0,3813.2,25,32.71,0.62,1,0,0,0,0,146.88,0.01,0
157.78,12,2,4,517.53,9.98,1117,2,719.0,2752.65,38,159.35,-0.01,1,1,0,0,0,387.43,0.06,0
19.53,14,5,5,115.94,1.76,293,1,656.0,7456.59,28,14.5,0.32,1,0,1,0,0,70.96,0.0,0
186.56,14,1,3,9.13,4.95,547,1,770.0,15118.82,20,195.42,-0.05,1,2,0,0,0,412.17,0.01,0
13.35,14,0,5,121.79,1.02,735,2,658.0,3027.82,26,9.91,0.32,0,0,1,0,0,40.69,0.0,0
18.4,18,1,3,18.31,3.41,1264,2,742.0,4564.8,41,9.95,0.77,1,0,1,0,0,40.57,0.0,0
301.25,14,6,3,34.63,3.97,382,1,478.0,2905.57,26,165.31,0.82,1,0,0,0,0,474.95,0.1,0
13.66,19,6,4,124.27,12.86,443,2,546.0,2419.13,33,11.6,0.16,0,3,0,0,0,32.85,0.01,0
125.45,16,5,2,311.11,2.19,320,1,628.0,2698.83,24,75.73,0.65,1,2,0,0,0,171.16,0.05,0
15.39,12,5,3,248.44,2.79,718,2,716.0,1500.0,29,20.96,-0.25,1,3,0,0,0,29.33,0.01,0
133.77,12,0,1,34.05,25.07,2168,1,657.0,5884.55,25,83.57,0.59,1,2,0,0,0,40.73,0.02,0
155.92,19,2,6,142.45,1.13,500,1,667.0,1500.0,35,210.29,-0.26,0,1,0,0,0,679.17,0.1,0
23.98,14,3,2,155.68,1.62,617,2,740.0,7745.81,29,27.26,-0.12,1,3,1,0,0,28.95,0.0,0
100.0,23,3,7,5.6,49.9,34,2,546.0,3129.99,10,25.45,2.82,0,3,0,1,0,792.82,0.03,1
26.34,16,3,3,15.04,16.84,233,1,681.0,3156.03,27,37.01,-0.28,1,1,0,0,0,53.78,0.01,0
56.57,14,5,2,6.51,1.44,498,1,583.0,5908.48,34,68.1,-0.17,1,0,0,0,0,49.13,0.01,0
40.36,15,0,3,75.38,1.28,1140,2,791.0,2610.59,25,30.26,0.32,0,1,0,0,1,88.67,0.02,0
855.9,8,1,1,97.71,12.53,129,2,741.0,2548.79,23,1168.75,-0.27,0,2,1,0,0,633.97,0.34,0
231.79,15,2,1,100.69,23.03,1051,2,748.0,,27,321.78,-0.28,0,0,0,0,0,128.76,0.07,0
109.95,16,2,3,108.08,3.79,1017,3,669.0,5870.17,28,117.62,-0.06,0,1,0,0,0,208.1,0.02,0
38.13,19,5,2,179.01,0.47,483,1,703.0,4089.82,17,38.15,-0.0,1,1,0,0,0,36.48,0.01,0
17.82,15,0,5,437.47,7.13,783,2,839.0,5645.26,20,19.39,-0.08,0,1,0,1,0,33.71,0.0,0
55.73,12,3,4,18.25,9.33,893,1,733.0,3803.32,21,32.25,0.71,1,1,0,0,0,71.67,0.01,0
136.73,10,1,3,162.54,18.56,627,1,698.0,,25,162.72,-0.16,1,1,0,0,0,267.7,0.08,0
110.45,14,4,6,143.18,0.06,377,3,777.0,2752.58,26,136.27,-0.19,1,3,0,0,0,233.67,0.04,0
2973.94,15,1,10,0.5,43.15,153,4,671.0,1738.72,14,928.41,2.2,0,3,1,1,1,26559.02,1.71,1
43.97,16,1,1,,4.67,660,3,713.0,3621.3,21,28.39,0.53,0,0,1,0,0,23.15,0.01,0
57.56,15,2,5,243.25,3.46,503,3,788.0,4501.78,17,66.06,-0.13,0,0,0,0,0,110.15,0.01,0
1061.51,13,3,4,19.65,6.71,626,1,675.0,5325.84,27,900.8,0.18,1,0,0,0,0,3143.23,0.2,0
25.93,14,4,2,150.68,3.16,365,1,792.0,1500.0,29,23.98,0.08,1,1,0,0,0,30.65,0.02,0
150.5,10,2,3,17.69,0.73,777,1,,1941.57,21,155.18,-0.03,1,1,0,1,0,237.84,0.08,0
64.65,16,3,3,52.57,4.7,262,1,706.0,4070.2,25,32.34,0.97,1,0,0,0,0,120.2,0.02,0
32.14,12,6,3,50.95,4.48,752,1,529.0,1836.62,25,37.83,-0.15,1,2,0,0,0,32.65,0.02,0
27.17,11,2,1,262.07,1.25,867,1,742.0,,26,36.29,-0.24,1,1,1,0,1,17.44,0.0,0
44.05,12,4,4,171.19,2.07,695,1,735.0,1500.0,23,50.22,-0.12,1,1,0,0,0,60.5,0.03,0
342.81,13,3,1,369.29,15.0,465,1,668.0,2177.13,35,175.02,0.95,1,1,0,0,0,272.55,0.16,0
87.42,13,3,5,435.94,1.55,716,3,710.0,14877.8,31,80.61,0.08,1,0,0,0,0,239.37,0.01,0
19.02,10,1,2,93.83,2.67,363,3,562.0,4191.47,33,27.91,-0.31,1,2,0,0,0,22.86,0.0,0
100.66,10,0,4,31.9,51.37,463,1,703.0,9240.55,34,109.02,-0.08,0,1,0,0,0,312.73,0.01,0
880.35,7,1,5,3.55,19.12,463,2,763.0,1500.0,19,1214.16,-0.27,0,0,0,0,1,1637.41,0.59,0
367.7,15,0,5,246.85,6.13,192,3,820.0,2587.05,24,201.07,0.82,0,2,0,0,0,1298.0,0.14,0
123.67,1,5,12,10.21,19.61,295,4,392.0,1318.33,6,25.6,3.69,0,3,5,1,1,904.83,0.09,1
686.95,16,0,1,95.49,3.62,665,3,554.0,3102.07,23,547.44,0.25,0,1,0,0,0,208.2,0.22,0
30.55,11,3,4,23.85,7.63,455,2,671.0,3281.18,24,38.41,-0.2,1,0,0,0,0,76.96,0.01,0
62.69,10,0,5,56.7,4.81,212,1,724.0,5579.03,25,65.11,-0.04,1,1,0,0,0,178.41,0.01,0
212.4,14,1,4,177.59,,850,1,649.0,8359.5,20,172.44,0.23,0,2,0,0,0,501.77,0.03,0
86.46,7,6,5,180.06,4.18,352,1,659.0,2688.55,26,95.63,-0.09,0,0,0,0,0,143.53,0.03,0
60.68,14,1,3,1.0,2.83,591,1,680.0,1600.59,18,55.18,0.1,0,1,0,0,0,137.03,0.04,0
27.58,15,3,1,46.31,11.82,682,1,660.0,3078.11,24,28.75,-0.04,1,3,0,0,0,10.63,0.01,0
43.7,12,1,7,35.96,33.12,380,1,768.0,2862.88,35,44.48,-0.02,1,1,0,0,0,206.8,0.02,0
363.6,12,6,2,28.71,0.4,292,2,689.0,10289.15,26,386.8,-0.06,0,0,0,0,0,270.88,0.04,0
210.89,16,2,1,4.65,17.1,455,1,666.0,8002.57,38,282.43,-0.25,0,1,0,0,0,142.69,0.03,0
52.39,11,3,4,75.95,5.72,520,1,704.0,,20,44.5,0.17,1,3,0,0,0,149.13,0.03,0
312.82,14,1,2,75.0,16.82,157,1,591.0,1500.0,24,411.17,-0.24,1,0,0,0,0,441.21,0.21,0
68.98,14,1,2,244.49,4.93,364,2,798.0,1913.04,28,76.1,-0.09,1,0,1,0,0,74.14,0.04,0
110.5,13,0,2,605.38,3.01,765,1,739.0,5160.59,29,128.22,-0.14,1,2,0,0,0,142.38,0.02,0
140.16,11,1,5,5.67,22.46,879,2,834.0,9404.55,23,206.53,-0.32,1,0,0,0,0,234.45,0.01,0
12.81,9,5,6,39.33,8.8,912,2,551.0,3363.34,24,15.78,-0.18,0,2,0,0,0,31.79,0.0,0
306.72,9,2,3,76.16,0.45,404,1,474.0,3214.47,22,355.91,-0.14,1,0,0,0,0,642.47,0.1,0
36.41,17,4,4,153.17,19.65,364,3,599.0,1500.0,21,45.96,-0.2,0,2,0,0,0,93.23,0.02,0
275.51,17,1,2,42.35,0.68,684,3,496.0,4307.41,27,356.69,-0.23,0,0,1,0,0,335.64,0.06,0
88.85,9,2,3,49.75,6.42,609,2,666.0,1831.77,27,48.47,0.82,1,0,0,0,0,144.76,0.05,0
439.0,13,6,6,5.37,2.4,957,3,594.0,1500.0,19,274.62,0.6,1,0,1,0,0,1976.42,0.29,0
24.13,6,1,7,101.52,6.68,843,2,669.0,4303.14,32,17.22,0.38,0,3,0,0,0,114.79,0.01,0
859.07,9,3,3,23.44,23.22,378,2,622.0,2790.35,31,783.16,0.1,1,1,1,0,0,832.79,0.31,0
133.3,10,2,5,32.7,13.82,256,1,846.0,4127.12,26,81.26,0.63,1,0,0,0,0,409.83,0.03,0
28.83,9,1,1,39.32,7.52,683,1,702.0,3127.57,20,33.15,-0.13,1,1,1,0,0,16.74,0.01,0
55.05,7,0,3,40.5,1.68,310,2,631.0,2140.41,25,34.63,0.57,1,2,0,1,0,100.76,0.03,0
211.01,9,1,6,18.21,6.55,502,2,468.0,4810.57,27,283.81,-0.26,1,0,0,0,1,676.31,0.04,0
117.81,8,5,4,98.34,20.87,570,2,620.0,4105.96,28,141.51,-0.17,1,0,0,0,1,290.57,0.03,0
449.08,16,0,5,6.14,6.82,768,1,663.0,2098.29,30,252.86,0.77,0,2,0,1,0,1078.97,0.21,0
128.56,13,2,5,125.19,5.58,424,3,607.0,,29,180.09,-0.28,0,2,0,0,0,322.3,0.02,0
534.05,10,4,4,,2.44,740,1,745.0,1688.6,34,527.44,0.01,0,3,0,0,0,722.7,0.32,0
42.45,13,0,3,977.74,3.35,791,1,693.0,3525.42,24,56.03,-0.24,0,0,0,0,0,66.4,0.01,0
57.14,13,1,5,263.43,19.48,423,1,590.0,2370.96,26,57.4,-0.0,1,1,0,0,0,160.93,0.02,0
187.72,9,3,3,52.42,,354,1,771.0,11025.65,29,97.45,0.92,1,1,1,0,0,282.93,0.02,0
5.1,8,0,3,89.08,15.83,302,2,702.0,2194.23,17,3.3,0.42,1,2,0,0,0,10.96,0.0,0
306.85,13,3,3,35.88,17.67,349,1,554.0,2110.98,28,446.31,-0.31,1,3,0,0,0,706.83,0.15,0
202.31,16,5,1,133.36,9.63,849,1,,1500.0,28,290.52,-0.3,1,1,1,0,0,97.28,0.13,0
30.26,11,0,3,,0.45,539,1,514.0,8451.34,18,25.69,0.17,1,3,0,0,0,43.13,0.0,0
64.24,11,2,3,114.32,8.63,926,3,568.0,3238.93,20,89.85,-0.28,1,0,0,0,0,77.26,0.02,0
527.4,7,0,14,58.54,34.33,235,4,639.0,1268.2,13,162.95,2.22,0,3,5,0,1,5627.0,0.42,1
58.56,14,6,3,118.8,8.5,712,2,657.0,8732.59,28,83.61,-0.3,0,1,0,0,0,57.99,0.01,0
86.68,17,6,3,88.66,6.44,762,2,606.0,1720.33,27,50.54,0.7,0,3,0,0,0,197.9,0.05,0
247.98,16,1,3,158.52,4.7,448,1,589.0,3817.68,23,137.16,0.8,0,0,0,0,0,320.87,0.06,0
159.78,12,3,4,74.84,4.23,171,1,662.0,3103.73,25,197.57,-0.19,1,1,1,0,0,488.41,0.05,0
65.25,12,4,3,53.35,0.39,576,2,577.0,3393.14,22,34.94,0.84,1,0,0,0,0,153.59,0.02,0
112.77,12,1,2,55.89,8.28,690,3,784.0,2733.7,25,164.19,-0.31,1,3,0,1,0,120.18,0.04,0
26.84,9,6,4,2.58,4.21,415,1,755.0,2388.43,24,16.47,0.59,1,0,1,0,0,78.81,0.01,0
55.71,14,0,2,227.84,5.28,348,3,761.0,4652.07,22,64.11,-0.13,0,0,0,0,0,47.53,0.01,0
1008.34,11,1,5,31.54,7.07,662,1,603.0,3848.8,32,1384.35,-0.27,1,1,0,0,0,4021.27,0.26,0
220.85,11,6,2,577.94,2.44,309,1,749.0,6011.93,32,187.73,0.18,1,0,0,0,0,139.9,0.04,0
423.5,13,3,3,65.13,16.56,963,2,846.0,4526.88,25,579.57,-0.27,1,3,0,0,0,725.03,0.09,0
137.25,15,3,4,8.5,12.4,686,2,688.0,5045.7,24,190.5,-0.28,1,1,0,0,0,353.57,0.03,0
45.87,21,0,1,236.68,1.47,187,1,769.0,5476.72,25,48.16,-0.05,1,0,0,0,1,27.37,0.01,0
291.38,16,1,5,,1.47,807,2,702.0,4992.8,31,234.1,0.24,1,0,0,0,0,1044.75,0.06,0
183.13,15,3,3,100.97,22.03,309,2,685.0,4247.43,20,101.46,0.8,1,1,0,0,1,180.14,0.04,0
99.87,13,4,0,299.17,2.14,634,1,770.0,4633.6,20,51.84,0.91,1,3,0,0,0,0.0,0.02,0
79.41,8,3,2,157.24,0.82,370,1,,1500.0,27,42.14,0.86,1,0,0,0,0,62.54,0.05,0
268.41,15,4,3,42.77,1.77,874,2,834.0,3679.12,33,370.49,-0.27,1,2,0,0,0,294.86,0.07,0
37.98,8,1,5,35.07,2.27,389,1,832.0,2733.25,26,27.41,0.37,1,1,1,0,0,109.82,0.01,0
104.75,12,2,6,106.01,4.1,306,2,661.0,8518.83,21,113.06,-0.07,1,3,0,0,0,471.41,0.01,0
52.69,12,3,4,9.75,0.1,706,1,616.0,2769.62,21,62.14,-0.15,1,2,0,0,0,71.7,0.02,0
52.38,9,0,1,69.66,9.8,210,1,606.0,3222.33,35,50.17,0.04,1,0,0,0,0,36.37,0.02,0
131.25,22,2,2,411.99,18.0,441,1,,2004.2,34,149.67,-0.12,1,2,0,0,0,123.63,0.07,0
94.85,8,2,4,28.3,16.27,530,3,669.0,2515.93,31,48.45,0.94,1,0,1,0,0,139.78,0.04,0
50.98,12,1,4,19.73,21.4,215,3,729.0,4218.97,22,68.48,-0.25,1,3,1,0,0,159.67,0.01,0
92.3,13,0,3,66.09,2.3,492,3,590.0,3923.66,24,72.54,0.27,0,0,0,0,1,182.18,0.02,0
81.81,13,4,4,75.94,4.38,523,2,777.0,,15,87.91,-0.07,0,0,0,0,0,202.59,0.02,0
30.88,20,2,4,46.84,5.33,184,1,674.0,,28,42.78,-0.27,1,1,1,0,0,83.01,0.01,0
5.0,8,6,2,37.48,3.99,655,1,582.0,1500.0,35,3.06,0.48,0,1,0,0,0,4.85,0.0,0
520.29,19,1,10,23.56,11.62,96,4,584.0,2556.34,10,154.45,2.35,0,0,2,0,0,3892.23,0.2,1
25.3,6,4,6,86.28,17.29,1495,3,561.0,5802.3,22,36.42,-0.3,1,0,0,0,0,74.38,0.0,0
21.05,21,0,3,186.3,2.79,491,2,656.0,8874.68,21,22.6,-0.07,1,2,0,0,0,30.46,0.0,0
25.16,10,1,4,62.49,1.94,650,2,669.0,2104.21,26,17.27,0.43,1,1,0,0,0,48.63,0.01,0
109.76,14,1,4,12.66,10.94,854,2,513.0,5030.51,22,106.16,0.03,1,0,0,0,0,194.02,0.02,0
31.9,18,3,1,98.04,,784,1,685.0,8976.56,21,41.4,-0.22,1,0,0,1,0,11.7,0.0,0
80.83,15,0,5,165.67,,236,2,661.0,5705.87,26,53.72,0.5,1,0,1,0,0,214.3,0.01,0
34.44,10,0,4,86.07,5.15,559,1,772.0,1500.0,29,38.98,-0.11,0,0,0,0,0,109.33,0.02,0
10.33,15,0,1,107.07,2.08,461,2,660.0,4825.07,27,8.75,0.16,1,2,0,0,0,5.96,0.0,0
279.57,13,6,4,96.91,2.01,490,2,,3159.53,29,250.95,0.11,1,2,0,1,0,748.29,0.09,0
172.36,10,2,4,113.02,6.68,850,2,760.0,3947.3,20,200.67,-0.14,1,1,0,0,0,225.4,0.04,0
81.71,11,1,4,47.03,0.52,955,1,635.0,,26,114.47,-0.28,1,2,0,0,0,104.92,0.03,0
24.79,12,0,4,97.99,3.81,714,1,687.0,6843.72,27,27.34,-0.09,0,2,0,0,0,33.52,0.0,0
100.0,15,6,9,11.18,25.65,118,3,300.0,4698.41,7,18.64,4.14,0,3,1,1,0,744.77,0.02,1
36.72,12,0,3,5.1,8.66,952,3,740.0,1610.56,28,30.68,0.19,0,3,0,0,0,61.61,0.02,0
67.58,10,2,10,276.05,18.95,1091,3,640.0,1791.44,18,74.85,-0.1,0,2,0,0,0,310.89,0.04,0
14.05,9,1,7,195.24,2.9,825,1,779.0,7107.0,23,15.59,-0.09,1,0,0,0,0,66.42,0.0,0
209.18,10,5,4,149.07,6.99,1178,1,539.0,10101.78,23,182.33,0.15,0,0,1,0,0,406.53,0.02,0
5.6,8,3,0,87.57,3.41,324,1,688.0,4610.33,27,7.56,-0.23,1,2,0,0,0,0.0,0.0,0
20.21,9,2,4,51.46,7.87,757,1,731.0,2297.84,31,23.06,-0.12,1,2,0,0,0,60.87,0.01,0
29.09,14,1,4,213.91,21.33,399,3,732.0,,28,28.71,0.01,0,1,0,0,0,57.8,0.02,0
164.07,17,4,6,79.72,7.06,1231,2,659.0,3228.18,26,115.5,0.42,1,1,0,0,1,511.93,0.05,0
34.78,13,3,6,84.66,1.25,397,1,642.0,2530.18,29,35.36,-0.02,1,1,0,0,0,130.14,0.01,0
40.91,12,1,3,214.43,3.14,978,1,765.0,6454.12,28,38.3,0.07,1,3,0,0,0,67.74,0.01,0
67.06,7,0,4,67.31,8.12,787,2,,4942.83,26,97.96,-0.31,0,3,0,0,0,120.56,0.01,0
34.47,6,0,3,246.9,3.46,676,1,690.0,2616.25,27,24.38,0.4,1,3,0,0,0,67.55,0.01,0
56.51,14,4,0,456.95,5.68,420,1,653.0,2013.74,20,36.73,0.52,1,0,1,0,0,0.0,0.03,0
305.69,5,2,12,8.21,179.31,69,2,497.0,2918.92,15,79.5,2.81,0,3,1,1,0,2577.18,0.1,1
152.53,14,0,3,92.11,9.92,286,1,641.0,2061.41,18,208.06,-0.27,1,1,0,0,0,346.74,0.07,0
285.72,16,2,1,29.01,18.28,594,3,641.0,2010.87,30,228.41,0.25,1,1,0,0,0,129.06,0.14,0
1309.69,1,6,7,16.96,180.64,175,3,675.0,1000.0,6,319.99,3.08,0,3,3,1,0,9786.82,1.31,1
149.96,10,4,4,150.02,3.84,368,1,,7074.19,23,141.35,0.06,1,0,0,0,0,209.88,0.02,0
55.62,8,0,4,46.66,18.3,1960,3,610.0,3162.12,34,46.63,0.19,1,1,0,0,0,166.7,0.02,0
2603.1,1,6,10,11.48,24.41,77,3,609.0,1256.24,11,910.37,1.86,0,2,3,1,0,27553.42,2.07,1
17.87,15,3,4,21.24,0.72,238,1,611.0,10869.81,28,13.35,0.32,1,1,1,0,0,32.31,0.0,0
82.28,14,0,1,280.83,13.36,179,1,,3280.25,24,106.97,-0.23,0,2,0,0,0,61.08,0.03,0
68.86,12,1,1,399.85,1.14,1268,2,603.0,7582.23,24,98.18,-0.3,1,0,0,0,0,52.45,0.01,0
29.26,20,4,4,112.95,,433,1,592.0,1849.69,26,37.09,-0.21,0,1,0,0,0,52.66,0.02,0
100.0,15,1,6,4.65,13.41,67,6,395.0,2498.77,12,14.33,5.59,0,2,2,0,1,406.79,0.04,1
178.59,10,3,1,13.8,23.83,373,2,,3391.84,24,110.81,0.61,0,3,0,0,0,78.31,0.05,0
35.48,18,1,7,200.7,2.77,654,3,628.0,10822.27,21,45.53,-0.22,1,0,0,0,0,192.68,0.0,0
51.09,12,3,7,185.58,9.04,549,1,668.0,1656.49,24,72.9,-0.3,0,1,0,0,0,174.8,0.03,0
58.19,9,5,4,21.6,1.02,360,1,850.0,1500.0,19,54.21,0.07,0,3,0,0,0,147.52,0.04,0
107.37,9,2,2,188.72,4.43,846,1,551.0,1794.99,21,132.27,-0.19,0,1,0,0,0,153.27,0.06,0
116.89,10,6,2,39.6,10.08,778,1,685.0,2719.23,28,149.77,-0.22,1,2,0,0,1,83.09,0.04,0
124.07,9,3,2,259.46,5.39,674,1,849.0,2582.04,17,145.84,-0.15,1,1,0,0,0,165.01,0.05,0
136.43,14,3,2,176.2,3.09,507,1,727.0,1962.99,27,166.09,-0.18,1,0,0,0,0,134.38,0.07,0
5.0,8,5,7,654.38,6.82,422,3,755.0,2055.84,33,6.54,-0.2,1,0,0,0,0,26.78,0.0,0
98.22,9,4,2,64.12,11.1,294,3,669.0,4770.2,26,137.29,-0.28,1,0,0,0,0,77.9,0.02,0
3689.65,4,5,3,50.09,35.27,108,3,555.0,15815.53,14,853.2,3.32,1,2,1,1,1,5795.1,0.23,1
25.54,11,2,2,151.49,1.02,578,1,,4082.58,27,19.88,0.27,1,1,0,0,0,19.92,0.01,0
100.0,23,4,14,,20.09,289,6,,3605.25,13,29.94,2.26,0,1,3,1,0,806.49,0.03,1
246.84,16,6,3,163.42,11.91,692,1,526.0,6385.31,19,187.22,0.32,1,2,0,0,0,338.59,0.04,0
47.5,11,2,2,,1.91,382,2,785.0,5082.76,22,34.39,0.37,1,0,0,0,0,54.09,0.01,0
165.6,12,6,3,206.45,9.69,666,1,790.0,5164.34,29,156.31,0.06,1,0,0,0,0,161.77,0.03,0
212.52,6,2,6,100.33,3.75,1264,1,607.0,,22,176.25,0.2,0,0,0,0,0,809.62,0.02,0
216.7,15,4,4,89.28,5.09,747,2,776.0,4820.69,22,259.49,-0.16,0,0,0,0,0,424.23,0.04,0
171.32,9,0,0,70.65,11.39,624,1,729.0,2864.11,21,251.33,-0.32,1,1,1,0,0,0.0,0.06,0
27.89,10,0,1,75.04,2.59,762,2,749.0,4200.62,28,28.29,-0.01,1,3,0,0,0,11.37,0.01,0
135.73,15,1,3,93.65,3.92,266,1,564.0,1567.23,26,166.37,-0.18,1,1,0,0,0,197.22,0.09,0
243.64,9,2,4,19.27,7.86,440,3,644.0,3175.32,20,338.88,-0.28,1,1,0,0,0,449.94,0.08,0
29.14,12,3,2,5.41,3.06,388,1,573.0,1797.18,27,37.15,-0.21,0,0,0,0,0,38.72,0.02,0
47.7,14,5,3,32.7,10.93,639,2,,,22,39.22,0.21,1,2,0,0,1,68.6,0.02,0
36.94,13,1,4,180.45,4.19,1038,1,712.0,6184.15,28,38.59,-0.04,0,0,1,0,0,57.11,0.01,0
5.23,21,3,3,86.43,9.48,464,3,663.0,9100.35,19,3.98,0.25,1,0,1,0,0,8.06,0.0,0
123.74,11,5,7,59.66,21.75,1007,1,573.0,2939.5,23,66.41,0.85,1,1,0,0,1,503.8,0.04,0
24.64,8,3,4,352.8,2.57,305,1,768.0,12814.82,20,31.66,-0.21,0,1,0,0,0,78.25,0.0,0
12.07,13,2,4,27.34,7.39,998,1,655.0,2654.12,33,12.33,-0.02,1,0,0,0,0,34.41,0.0,0
33.49,12,2,6,129.79,2.81,579,1,616.0,1500.0,21,47.71,-0.29,1,2,0,0,0,130.32,0.02,0
41.6,10,3,6,148.75,3.07,442,2,570.0,14479.55,34,52.35,-0.2,0,3,0,0,1,155.62,0.0,0
25.25,12,1,2,14.43,1.18,503,1,772.0,5364.16,34,23.42,0.08,1,1,1,0,0,36.45,0.0,0
43.79,10,0,4,72.02,0.67,641,1,771.0,3572.71,22,38.65,0.13,0,3,0,0,1,92.53,0.01,0
178.49,11,2,5,86.62,4.36,822,2,674.0,3048.85,25,244.49,-0.27,0,0,0,0,0,353.96,0.06,0
71.93,16,0,4,51.01,0.79,580,2,737.0,1799.79,27,55.46,0.29,1,2,0,0,0,154.26,0.04,0
125.72,8,0,3,92.26,2.44,831,1,535.0,10596.59,21,111.62,0.13,1,1,0,0,0,294.5,0.01,0
225.54,10,4,1,81.2,18.41,851,2,719.0,10050.38,25,120.13,0.87,1,3,1,1,0,137.93,0.02,0
135.67,14,4,3,105.12,7.37,702,1,665.0,10070.14,23,167.68,-0.19,1,1,0,0,0,207.58,0.01,0
53.07,11,1,7,123.51,12.72,612,3,651.0,8408.82,21,46.84,0.13,1,0,0,1,0,175.91,0.01,0
53.94,9,4,4,244.05,2.33,416,1,681.0,,22,55.91,-0.03,1,1,0,0,1,92.22,0.01,0
83.29,9,0,5,131.58,13.97,483,1,661.0,2007.68,17,119.11,-0.3,1,0,0,1,0,218.57,0.04,0
148.92,12,2,4,14.93,7.23,962,1,480.0,5012.88,26,164.0,-0.09,1,1,0,0,0,295.87,0.03,0
9.49,8,5,2,40.56,0.82,625,1,772.0,1949.71,29,10.46,-0.09,1,0,0,0,0,13.46,0.0,0
198.56,12,2,4,236.45,5.16,230,1,632.0,3442.33,33,150.14,0.32,0,0,0,0,0,441.83,0.06,0
47.97,9,1,4,34.88,1.3,731,2,472.0,,16,30.39,0.56,0,3,0,0,0,152.67,0.03,0
160.53,9,1,4,68.82,22.69,711,3,632.0,2741.93,25,147.0,0.09,0,0,0,0,0,491.11,0.06,0
1336.18,3,5,7,55.98,67.94,56,3,500.0,1420.32,15,297.69,3.48,0,1,3,0,0,10613.07,0.94,1
10.75,14,3,2,43.5,7.98,500,3,787.0,1641.96,24,8.47,0.24,0,2,0,0,1,7.55,0.01,0
142.27,14,0,1,39.59,0.51,532,2,713.0,1500.0,28,123.94,0.15,1,1,1,0,0,111.26,0.09,0
177.66,19,3,2,86.6,1.92,968,2,636.0,10588.24,24,206.94,-0.14,0,0,0,0,1,263.42,0.02,0
199.61,9,3,3,348.37,5.41,396,2,725.0,3057.79,17,258.74,-0.23,1,2,0,0,0,341.57,0.07,0
178.11,19,1,3,56.54,18.22,659,1,770.0,2368.32,26,103.39,0.72,1,1,0,0,0,424.83,0.08,0
80.29,11,4,4,36.42,2.75,443,1,698.0,4086.08,27,107.25,-0.25,0,0,0,0,0,184.15,0.02,0
51.79,7,6,2,283.54,2.96,616,1,,1894.28,19,42.44,0.22,0,0,0,0,0,76.1,0.03,0
43.73,10,3,5,233.37,15.36,715,1,667.0,4319.47,36,46.2,-0.05,0,1,0,0,0,156.34,0.01,0
55.08,9,5,2,13.53,20.56,645,2,605.0,11500.58,14,30.01,0.81,1,0,0,0,0,49.96,0.0,0
160.25,14,2,5,,17.73,750,1,651.0,7588.37,21,122.52,0.31,1,1,0,0,0,420.03,0.02,0
21.43,19,6,1,119.25,3.01,936,1,720.0,4881.7,23,22.68,-0.05,1,0,0,0,0,9.65,0.0,0
87.58,13,3,2,37.45,3.64,984,1,545.0,2056.88,20,120.89,-0.27,1,0,0,0,0,136.39,0.04,0
96.39,10,4,4,153.94,2.89,690,2,635.0,6943.59,26,140.93,-0.31,1,0,0,1,0,284.23,0.01,0
206.82,16,2,8,,8.98,725,1,658.0,1520.02,30,247.46,-0.16,1,0,1,0,0,1181.74,0.14,0
170.24,11,6,1,22.73,9.49,407,2,723.0,4398.93,27,254.31,-0.33,1,1,0,0,0,116.94,0.04,0
326.22,15,0,2,92.35,2.91,759,1,571.0,2802.16,30,325.22,0.0,0,1,0,0,0,199.49,0.12,0
105.89,21,3,2,97.08,0.55,904,2,527.0,3240.54,29,147.64,-0.28,1,3,0,0,1,101.08,0.03,0
11.09,11,0,3,27.1,1.56,498,1,669.0,4213.71,25,8.07,0.33,1,1,0,0,0,24.02,0.0,0
10.91,10,3,3,49.21,0.54,390,1,541.0,2153.5,25,13.96,-0.2,1,1,1,0,0,19.73,0.01,0
289.01,12,4,0,91.44,4.21,1104,1,774.0,,28,153.36,0.88,0,2,0,0,0,0.0,0.03,0
71.58,11,1,3,144.93,1.95,545,3,755.0,6365.41,24,82.85,-0.13,1,0,1,0,0,105.46,0.01,0
